City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Dakar,SN,14.69,-17.44,78.8,83,0,11.41,clear sky
346,Kapit,MY,2.02,112.93,81.97,77,100,1.59,overcast clouds
347,Copiapo,CL,-27.37,-70.33,55.4,82,0,11.41,clear sky
348,Comodoro Rivadavia,AR,-45.87,-67.5,68.0,64,0,5.7,clear sky
349,Pekalongan,ID,-6.89,109.68,82.33,72,100,2.98,overcast clouds
350,Port Pirie,AU,-33.18,138.02,82.4,30,0,10.29,clear sky
351,Putina,PE,-15.47,-69.43,46.26,74,66,9.46,broken clouds
352,Naze,JP,28.37,129.48,77.0,78,75,4.7,broken clouds
353,Visnes,NO,59.36,5.22,48.99,93,90,23.04,moderate rain
354,Qaqortoq,GL,60.72,-46.03,21.2,73,0,5.82,clear sky
355,Tezu,IN,27.92,96.17,72.77,71,84,1.05,broken clouds
356,Nandi Hills,KE,0.11,35.18,53.6,87,0,9.17,clear sky
357,Santa Maria,BR,-29.68,-53.81,66.2,63,0,11.41,clear sky
358,Ostrovnoy,RU,68.05,39.51,38.8,92,100,23.15,overcast clouds
359,Roald,NO,62.58,6.13,51.8,57,10,10.29,clear sky
360,Cacoal,BR,-11.44,-61.45,76.75,82,100,7.29,overcast clouds
361,Tual,ID,-5.67,132.75,83.12,73,99,12.21,overcast clouds
362,Agadez,NE,19.75,10.25,64.33,34,16,10.96,few clouds
363,Kuusamo,FI,65.97,29.18,37.4,93,90,12.75,light intensity drizzle
364,Moyale,KE,3.52,39.06,65.75,87,59,3.36,broken clouds
365,Kruisfontein,ZA,-34.0,24.73,64.0,82,30,1.99,scattered clouds
366,Sao Joao Da Barra,BR,-21.64,-41.05,68.04,79,100,16.67,overcast clouds
367,Simao,CN,22.79,100.97,65.93,92,13,1.25,few clouds
368,Adrar,MR,20.5,-10.07,77.97,18,100,9.66,overcast clouds
369,Bollnas,SE,61.35,16.39,49.19,81,100,13.76,light rain
370,Cherskiy,RU,68.75,161.3,2.64,93,100,5.7,overcast clouds
371,Puerto Escondido,MX,15.85,-97.07,80.15,72,0,3.33,clear sky
372,Lubbock,US,33.6,-101.83,60.01,38,20,8.05,few clouds
373,Champerico,GT,14.3,-91.92,82.4,83,40,4.7,scattered clouds
374,Guiren,CN,33.67,118.19,61.09,51,100,4.99,overcast clouds
375,Gewane,ET,10.17,40.65,73.42,48,0,6.62,clear sky
376,Los Llanos De Aridane,ES,28.66,-17.92,71.6,46,0,6.93,clear sky
377,Price,US,39.6,-110.81,62.6,20,1,3.36,clear sky
378,Acurenam,GQ,1.03,10.65,66.96,99,100,0.76,light rain
379,Kysyl-Syr,RU,63.9,122.76,0.01,91,25,7.72,scattered clouds
380,Antalaha,MG,-14.9,50.28,65.21,80,17,7.07,few clouds
381,Khorixas,NA,-20.37,14.97,71.15,22,80,2.84,broken clouds
382,Mudon,MM,16.26,97.72,78.3,90,0,3.83,clear sky
383,Zdvinsk,RU,54.7,78.66,36.03,96,100,11.65,light rain
384,Tessaoua,NE,13.76,7.99,76.96,21,55,10.98,broken clouds
385,Blackwater,AU,-23.58,148.88,88.43,19,0,12.19,clear sky
386,Norsup,VU,-16.07,167.38,86.0,70,40,13.87,scattered clouds
387,Krasnoborsk,RU,61.56,45.93,27.64,97,0,2.71,clear sky
388,Hambantota,LK,6.12,81.12,78.8,100,90,1.12,haze
389,Majalgaon,IN,19.15,76.23,68.54,71,0,2.86,clear sky
390,Shubarkuduk,KZ,49.14,56.49,47.61,51,74,9.42,broken clouds
391,Mount Isa,AU,-20.73,139.5,93.2,12,0,13.87,clear sky
392,Kilindoni,TZ,-7.91,39.67,77.77,79,0,8.79,clear sky
393,Bend,US,44.06,-121.32,59.0,30,1,4.7,clear sky
394,Tchollire,CM,8.4,14.17,78.87,46,96,1.81,overcast clouds
395,Pontes E Lacerda,BR,-15.23,-59.34,75.51,58,100,3.29,overcast clouds
396,Daru,PG,-9.08,143.21,86.36,70,41,11.97,scattered clouds
397,Tura,IN,25.52,90.22,70.32,95,93,1.66,overcast clouds
398,Mbuji-Mayi,CD,-6.15,23.6,68.72,91,100,2.35,overcast clouds
399,Saint-Pierre,RE,-21.34,55.48,69.8,56,90,6.93,overcast clouds
400,Yaroslavskiy,RU,44.17,132.21,41.0,61,0,13.6,clear sky
401,Kalavad,IN,22.22,70.38,68.0,60,4,5.23,clear sky
402,Lazaro Cardenas,MX,17.96,-102.2,80.65,78,29,4.12,scattered clouds
403,Kutum,SD,14.2,24.67,70.81,33,0,17.16,clear sky
404,Port-Gentil,GA,-0.72,8.78,78.26,87,99,10.67,moderate rain
405,Kurilsk,RU,45.23,147.88,52.0,91,100,19.98,moderate rain
406,Gayeri,BF,12.65,0.49,79.43,21,11,7.29,few clouds
407,Mandalgovi,MN,45.76,106.27,19.81,82,0,4.81,clear sky
408,Kampene,CD,-3.6,26.67,69.37,96,100,1.28,overcast clouds
409,Tabou,CI,4.42,-7.35,77.25,90,5,6.15,clear sky
410,Dwarka,IN,22.24,68.97,79.54,52,0,9.66,clear sky
411,Batagay,RU,67.63,134.63,-11.45,88,93,4.52,overcast clouds
412,Kirksville,US,40.19,-92.58,39.2,38,1,5.82,clear sky
413,Skibbereen,IE,51.55,-9.27,46.4,93,75,17.22,light intensity drizzle
414,Uppsala,SE,60.0,17.75,51.8,87,100,12.75,overcast clouds
415,Huicungo,PE,-7.28,-76.8,73.11,77,7,2.28,clear sky
416,Vamvakou,GR,39.33,22.42,54.0,87,20,5.82,light rain
417,Ust-Barguzin,RU,53.45,108.98,21.94,92,100,0.47,overcast clouds
418,Beringovskiy,RU,63.05,179.32,24.69,94,100,2.75,overcast clouds
419,Parabel,RU,58.7,81.48,29.32,96,100,11.41,overcast clouds
420,Davenda,RU,53.56,119.32,11.91,72,49,12.59,scattered clouds
421,Liberal,US,37.04,-100.92,53.6,54,1,10.29,clear sky
422,Shellbrook,CA,53.22,-106.4,44.6,65,75,10.29,broken clouds
423,Husavik,IS,66.04,-17.34,37.4,59,0,4.7,clear sky
424,Biltine,TD,14.53,20.92,79.03,29,40,9.66,scattered clouds
425,Sirawai,PH,7.59,122.14,84.6,70,100,8.41,overcast clouds
426,Ibra,OM,22.69,58.53,57.06,38,0,2.37,clear sky
427,Kudahuvadhoo,MV,2.67,72.89,82.29,73,14,6.02,few clouds
428,La Rioja,ES,42.25,-2.5,57.0,76,60,7.0,broken clouds
429,Sayyan,YE,15.17,44.32,46.24,47,0,5.53,clear sky
430,Honningsvag,NO,70.98,25.97,45.61,84,100,30.33,overcast clouds
431,Srednekolymsk,RU,67.45,153.68,-2.47,91,99,7.25,overcast clouds
432,Poso,ID,-1.4,120.75,88.0,60,100,0.87,overcast clouds
433,Zonguldak,TR,41.25,31.83,42.87,81,16,4.56,few clouds
434,Along,IN,28.17,94.77,67.39,81,51,0.63,broken clouds
435,Cavalcante,BR,-13.8,-47.46,69.67,88,100,2.24,overcast clouds
436,Waw,SS,7.7,28.0,73.72,79,100,3.24,overcast clouds
437,Port Augusta,AU,-32.5,137.77,82.4,30,52,10.29,broken clouds
438,Atkinson,US,42.84,-71.15,48.2,93,90,3.36,moderate rain
439,Aykhal,RU,66.0,111.5,8.6,84,90,6.71,light snow
440,Kitgum,UG,3.28,32.89,68.65,70,49,3.98,scattered clouds
441,Ulaangom,MN,49.98,92.07,24.64,95,97,3.24,overcast clouds
442,Bethanien,NA,-26.5,17.16,61.27,32,100,1.01,overcast clouds
443,Ranong,TH,9.97,98.63,77.0,94,40,1.12,scattered clouds
444,Coahuayana,MX,18.73,-103.68,78.84,78,0,1.05,clear sky
445,Kasongo-Lunda,CD,-6.47,16.82,70.36,92,100,0.51,overcast clouds
446,Lichinga,MZ,-13.31,35.24,61.95,87,1,8.75,clear sky
447,Quelimane,MZ,-17.88,36.89,71.6,88,20,2.24,few clouds
448,Ossora,RU,59.24,163.07,34.93,86,100,3.2,overcast clouds
449,Yerbogachen,RU,61.28,108.01,7.32,92,68,10.65,broken clouds
450,Grindavik,IS,63.84,-22.43,35.6,85,75,6.93,broken clouds
451,Akure,NG,7.25,5.19,71.64,97,70,1.86,broken clouds
452,Havoysund,NO,71.0,24.66,42.8,81,100,41.38,overcast clouds
453,Ulladulla,AU,-35.35,150.47,66.0,82,75,6.93,broken clouds
454,Talaya,RU,61.38,152.75,22.75,92,100,4.81,overcast clouds
455,Sinnamary,GF,5.38,-52.95,80.89,81,83,9.82,broken clouds
456,Pangnirtung,CA,66.15,-65.71,8.96,84,78,4.14,broken clouds
457,Barras,BR,-4.24,-42.29,79.0,76,25,5.97,scattered clouds
458,Hobyo,SO,5.35,48.53,79.74,77,3,1.99,light rain
459,Hermiston,US,45.84,-119.29,55.99,47,1,4.7,clear sky
460,Ixtapa,MX,20.7,-105.2,82.99,85,18,4.0,few clouds
461,Fecamp,FR,49.76,0.37,62.6,88,90,18.34,overcast clouds
462,Codrington,AU,-38.27,141.97,72.19,66,10,8.48,clear sky
463,Bow Island,CA,49.87,-111.37,55.4,57,0,3.36,clear sky
464,Sao Paulo De Olivenca,BR,-3.38,-68.87,73.49,93,17,0.4,few clouds
465,Dingle,PH,11.0,122.67,82.78,80,47,11.88,scattered clouds
466,Nemuro,JP,43.32,145.57,59.0,82,75,12.75,moderate rain
467,Anadyr,RU,64.75,177.48,15.8,85,75,4.47,light snow
468,Micheweni,TZ,-4.97,39.83,76.51,81,6,5.75,clear sky
469,Barrhead,GB,55.8,-4.39,48.2,87,75,13.87,light rain
470,Shache,CN,38.42,77.24,32.41,89,21,2.84,few clouds
471,Yeniseysk,RU,58.45,92.17,33.21,96,100,9.06,overcast clouds
472,Parsabad,IR,39.65,47.92,57.2,100,90,6.93,fog
473,Pitsunda,GE,43.16,40.34,53.6,81,90,11.18,light rain
474,Tsabong,BW,-26.02,22.4,69.91,64,0,16.73,clear sky
475,Maputo,MZ,-25.97,32.59,68.0,93,18,1.01,few clouds
476,Lakes Entrance,AU,-37.88,147.98,73.0,69,29,4.0,scattered clouds
477,Sulphur,US,30.24,-93.38,66.2,55,1,6.93,clear sky
478,Pastavy,BY,55.12,26.83,38.93,92,19,5.03,few clouds
479,Nelson Bay,AU,-32.72,152.15,70.0,60,75,20.8,broken clouds
480,Talnakh,RU,69.49,88.4,21.2,79,75,6.71,broken clouds
481,Atoyac,MX,20.02,-103.53,67.44,51,0,1.61,clear sky
482,Wajid,SO,3.81,43.25,74.75,82,86,8.46,overcast clouds
483,Rio Tuba,PH,8.51,117.43,83.12,76,100,12.91,overcast clouds
484,Osa,RU,57.28,55.46,28.26,95,0,2.57,clear sky
485,Motherwell,GB,55.79,-3.99,48.0,92,100,1.01,light rain
486,Vondrozo,MG,-22.82,47.28,59.81,93,74,1.28,broken clouds
487,Lac Du Bonnet,CA,50.25,-96.06,33.8,64,99,21.92,overcast clouds
488,Los Alamos,US,35.89,-106.31,57.2,30,1,1.32,clear sky
489,Gigmoto,PH,13.78,124.39,82.94,75,100,7.34,moderate rain
490,Ongwediva,NA,-17.78,15.77,84.2,21,88,4.7,overcast clouds
491,Katsuura,JP,35.13,140.3,62.6,100,75,3.36,mist
492,Tateyama,JP,34.98,139.87,68.0,100,75,3.36,mist
493,Dunedin,NZ,-45.87,170.5,53.01,67,52,21.0,broken clouds
494,Rokupr,SL,8.67,-12.39,74.34,97,1,1.74,clear sky
495,San-Pedro,CI,4.75,-6.64,76.73,92,12,5.48,few clouds
496,San Quintin,MX,30.48,-115.95,68.5,64,0,7.34,clear sky
497,Ketchikan,US,55.34,-131.65,51.8,100,90,34.45,mist
498,Fortuna,US,40.6,-124.16,59.0,82,1,5.82,clear sky
499,Labuan,MY,5.28,115.24,80.6,83,20,5.82,few clouds
500,Ekibastuz,KZ,51.67,75.37,36.37,80,100,9.75,overcast clouds
501,San Ignacio,BZ,17.16,-89.07,75.2,94,40,2.53,scattered clouds
502,Miandrivazo,MG,-19.52,45.47,77.34,70,72,2.37,broken clouds
503,Arlit,NE,18.74,7.39,71.17,27,0,5.21,clear sky
504,Lishui,CN,28.46,119.91,61.93,77,100,2.95,overcast clouds
505,Belmonte,BR,-15.86,-38.88,68.0,88,75,6.93,broken clouds
506,Little Current,CA,45.98,-81.92,33.8,59,100,17.22,overcast clouds
507,Mackay,AU,-21.15,149.2,87.01,66,5,12.75,clear sky
508,Dzilam Gonzalez,MX,21.28,-88.93,75.18,80,84,7.43,broken clouds
509,Porvoo,FI,60.39,25.67,44.01,86,41,1.99,scattered clouds
510,Rio Gallegos,AR,-51.62,-69.22,53.6,62,0,5.82,clear sky
511,Megion,RU,61.03,76.11,32.0,97,90,8.95,overcast clouds
512,Gunjur,GM,13.2,-16.73,78.8,94,0,3.36,clear sky
513,Neyshabur,IR,36.21,58.8,51.57,45,0,1.59,clear sky
514,Governador Dix-Sept Rosado,BR,-5.46,-37.52,79.83,66,0,14.2,clear sky
515,Tutoia,BR,-2.76,-42.27,80.65,81,42,10.96,scattered clouds
516,Korla,CN,41.76,86.15,37.0,56,0,8.01,clear sky
517,Roswell,US,34.02,-84.36,60.8,44,1,13.87,clear sky
518,Zyryanka,RU,65.75,150.85,0.66,92,95,1.19,overcast clouds
519,Puerto Del Rosario,ES,28.5,-13.86,69.8,88,40,17.22,scattered clouds
520,Peachland,CA,49.77,-119.74,44.01,75,1,2.24,clear sky
521,Canton,CN,23.12,113.25,77.0,53,88,4.47,overcast clouds
522,Mamit,IN,23.93,92.48,68.59,99,100,1.5,overcast clouds
523,Bealanana,MG,-14.55,48.73,56.82,89,94,3.09,overcast clouds
524,Khash,IR,28.22,61.22,40.32,63,0,2.37,clear sky
525,Bakchar,RU,57.02,82.07,32.77,96,100,8.32,overcast clouds
526,Odweyne,SO,9.41,45.06,68.5,24,0,12.3,clear sky
527,Kahului,US,20.89,-156.47,87.8,55,40,11.41,scattered clouds
528,Oksbol,DK,55.63,8.29,57.0,100,100,16.11,mist
529,Touros,BR,-5.2,-35.46,80.6,78,40,10.29,scattered clouds
530,Havre-Saint-Pierre,CA,50.23,-63.6,41.0,75,90,12.75,overcast clouds
531,Fengcheng,CN,40.45,124.07,44.31,50,0,4.45,clear sky
532,Ust-Koksa,RU,50.27,85.61,23.83,85,0,0.98,clear sky
533,Udachnyy,RU,66.42,112.4,8.6,84,90,6.71,light snow
534,Butte,US,39.65,-121.57,80.6,22,1,4.7,clear sky
535,Port Hardy,CA,50.7,-127.42,53.6,71,75,4.7,broken clouds
536,Voznesenskoye,RU,54.89,42.76,42.15,93,100,6.64,overcast clouds
537,Manoel Urbano,BR,-8.84,-69.26,74.71,73,12,0.38,few clouds
538,Chifeng,CN,42.27,118.96,31.78,67,0,18.12,clear sky
539,Havelock,US,34.88,-76.9,62.6,82,40,11.41,scattered clouds
540,Sola,VU,-13.88,167.55,87.8,89,75,8.05,broken clouds
541,Ilhabela,BR,-23.78,-45.36,64.45,71,69,0.85,broken clouds
542,North Platte,US,41.12,-100.77,48.0,45,1,6.93,clear sky
543,Bonavista,CA,48.65,-53.11,36.0,74,0,5.82,clear sky
544,Conakry,GN,9.54,-13.68,81.39,82,1,8.86,clear sky
545,Beloha,MG,-25.17,45.05,66.61,80,0,16.13,clear sky
546,Lagunas,PE,-5.23,-75.68,77.54,70,0,2.48,clear sky
547,Pafos,CY,34.77,32.42,62.6,72,75,8.05,broken clouds
548,Frankfort,ZA,-27.27,28.48,54.79,89,100,5.82,light rain
549,Zhangjiakou,CN,40.81,114.88,34.41,61,0,18.86,clear sky
550,Peace River,CA,56.25,-117.29,51.8,62,90,18.34,overcast clouds
551,Yumen,CN,40.28,97.2,33.71,77,0,2.01,clear sky
552,Athabasca,CA,54.72,-113.29,50.0,61,89,5.82,overcast clouds
553,Quatre Cocos,MU,-20.21,57.76,68.0,94,20,1.12,few clouds
554,Yangambi,CD,0.81,24.43,69.93,99,100,1.79,overcast clouds
555,Murillo,CO,4.87,-75.17,71.6,68,40,4.7,scattered clouds
556,Saint-Augustin,CA,51.23,-58.65,37.22,88,100,19.8,overcast clouds
557,Fort-Shevchenko,KZ,44.51,50.26,59.58,34,22,8.08,few clouds
558,The Valley,AI,18.22,-63.06,82.99,74,75,12.75,broken clouds
559,Vilyuysk,RU,63.76,121.62,0.3,92,48,8.37,scattered clouds
560,Kulhudhuffushi,MV,6.62,73.07,82.62,67,20,5.1,few clouds
561,Namibe,AO,-15.2,12.15,70.75,76,23,6.58,few clouds
562,Dunmore Town,BS,25.5,-76.65,81.7,79,0,9.4,clear sky
563,Waddan,LY,29.16,16.14,58.01,86,8,2.37,clear sky
564,Nouakchott,MR,18.09,-15.98,75.2,57,100,6.93,overcast clouds
565,Eyrarbakki,IS,63.86,-21.15,37.4,64,75,6.93,broken clouds
566,Wattegama,LK,6.8,81.48,78.8,100,90,1.12,haze
567,San Rafael,AR,-34.62,-68.33,73.58,21,53,10.07,broken clouds
568,Talara,PE,-4.58,-81.27,63.37,90,84,13.02,broken clouds
569,Ayr,GB,55.46,-4.63,50.0,81,75,16.11,broken clouds
570,Aykino,RU,62.22,49.99,26.71,98,0,4.34,clear sky
571,Foshan,CN,23.03,113.13,77.0,53,96,4.47,overcast clouds
572,Henties Bay,NA,-22.12,14.28,55.0,91,75,4.0,broken clouds
573,Kalabo,ZM,-14.97,22.68,71.4,27,0,5.97,clear sky
574,Lagoa,PT,39.05,-27.98,62.44,74,81,15.88,broken clouds
575,Batagay-Alyta,RU,67.8,130.41,-9.44,84,9,1.97,clear sky
576,Zaria,NG,11.11,7.72,72.12,32,0,4.5,clear sky
577,Ciuhoiu,RO,47.23,22.12,46.4,87,100,1.12,overcast clouds
578,San Rafael Del Sur,NI,11.85,-86.44,80.6,83,75,4.7,broken clouds
579,Coquimbo,CL,-29.95,-71.34,55.4,87,90,4.7,overcast clouds
580,Tooele,US,40.53,-112.3,55.0,53,1,1.39,clear sky
581,Usinsk,RU,65.99,57.53,26.37,97,100,12.3,overcast clouds
582,Gazojak,TM,41.19,61.4,49.82,39,0,6.58,clear sky
583,Azul,AR,-36.78,-59.86,55.02,72,0,6.42,clear sky
584,Guerande,FR,47.33,-2.43,62.6,93,90,25.28,overcast clouds
585,Suez,EG,29.97,32.53,67.96,66,0,7.81,clear sky
586,Santiago Del Estero,AR,-27.8,-64.26,71.8,34,1,10.98,clear sky
587,Half Moon Bay,US,37.46,-122.43,77.0,87,1,12.75,clear sky
588,Tazovskiy,RU,67.47,78.7,20.73,97,100,14.52,overcast clouds
589,Mokhsogollokh,RU,61.47,128.92,-6.45,90,36,1.86,scattered clouds
590,Valvedditturai,LK,9.82,80.17,79.39,76,0,4.21,clear sky
591,Nagaur,IN,27.2,73.73,65.55,25,0,5.99,clear sky
592,Ialibu,PG,-6.28,143.99,74.17,52,63,4.07,broken clouds
593,Derzhavinsk,KZ,51.1,66.32,35.67,93,53,7.2,broken clouds
594,Kenai,US,60.55,-151.26,24.8,35,1,25.28,clear sky
595,Kumla,SE,59.13,15.14,51.8,87,100,14.99,overcast clouds
596,Panguna,PG,-6.32,155.48,83.82,61,26,1.83,scattered clouds
597,Am Timan,TD,11.03,20.28,78.44,60,64,3.94,broken clouds
598,Palana,RU,59.12,159.97,32.85,88,100,5.82,overcast clouds
599,Calabozo,VE,8.92,-67.43,75.54,96,100,6.49,overcast clouds
600,Tshikapa,CD,-6.42,20.8,70.97,93,100,0.92,overcast clouds
601,Kapuskasing,CA,49.42,-82.43,23.0,79,100,19.46,overcast clouds
602,Ostersund,SE,63.18,14.64,46.0,87,100,19.46,overcast clouds
603,Mahibadhoo,MV,3.78,72.97,82.26,72,0,5.73,clear sky
604,Okahandja,NA,-21.98,16.92,68.0,14,0,5.03,clear sky
605,Bucerias,MX,20.75,-105.33,82.99,85,1,4.0,clear sky
606,Talcahuano,CL,-36.72,-73.12,53.6,87,90,4.7,overcast clouds
607,Wahiawa,US,21.5,-158.02,84.2,74,90,1.16,light intensity drizzle
608,Ucluelet,CA,48.93,-125.55,52.0,81,40,8.05,scattered clouds
609,Drumnadrochit,GB,57.33,-4.48,48.2,81,91,24.16,overcast clouds
610,Bongandanga,CD,1.5,21.05,70.2,97,100,1.7,overcast clouds
611,Malabo,GQ,3.75,8.78,75.2,100,90,12.75,thunderstorm with rain
612,La Palma,US,33.85,-118.05,82.4,32,1,8.05,clear sky
613,Ca Mau,VN,9.18,105.15,80.8,85,100,4.9,overcast clouds
614,Tainan,TW,22.99,120.21,77.0,83,75,2.48,broken clouds
615,George,ZA,-33.96,22.46,55.4,100,0,4.7,clear sky
616,Yeppoon,AU,-23.13,150.73,86.0,55,20,6.93,few clouds
617,Kabare,CD,-2.47,28.82,61.61,81,100,2.44,overcast clouds
618,Tlacote El Bajo,MX,20.65,-100.5,59.74,45,0,9.98,clear sky
619,Manavalakurichi,IN,8.13,77.3,80.6,83,20,5.68,mist
620,Bereznik,RU,62.86,42.71,27.28,97,0,4.03,clear sky
621,Gurupi,BR,-11.73,-49.07,75.92,80,77,5.61,light rain
622,Lazi,UA,48.07,24.23,36.97,82,74,1.19,broken clouds
623,Gerash,IR,27.67,54.14,57.2,35,0,4.7,clear sky
624,Wabana,CA,47.63,-52.95,36.0,74,20,14.99,few clouds
625,Blagnac,FR,43.63,1.39,55.99,87,35,8.05,scattered clouds
626,Cortez,US,37.35,-108.59,62.6,20,1,1.41,clear sky
627,Tuy Hoa,VN,13.08,109.3,77.47,83,18,12.35,light rain
628,Esil,KZ,51.96,66.4,30.13,97,0,9.15,clear sky
629,Bambui,BR,-20.01,-45.98,65.61,81,99,6.58,overcast clouds
630,Namatanai,PG,-3.67,152.43,85.17,70,54,2.71,broken clouds
631,Issenye,TZ,-2.0,34.33,64.85,67,83,4.63,broken clouds
632,Mandal,IN,25.45,74.57,63.55,26,0,1.5,clear sky
633,Huarmey,PE,-10.07,-78.15,61.83,84,70,7.81,broken clouds
634,Sioux Lookout,CA,50.1,-91.92,24.8,53,75,8.05,broken clouds
635,Diffa,NE,13.32,12.61,76.46,31,1,10.54,clear sky
636,Suhut,TR,38.53,30.55,39.69,75,0,3.38,clear sky
637,Neuquen,AR,-38.95,-68.06,75.2,53,0,13.62,clear sky
638,Tomatlan,MX,19.93,-105.25,79.29,82,0,1.28,clear sky
639,Nianzishan,CN,47.52,122.88,26.33,78,100,17.45,overcast clouds
640,Salta,AR,-24.79,-65.41,69.8,28,0,11.41,clear sky
641,Takhtamygda,RU,54.1,123.57,10.2,83,100,13.02,overcast clouds
642,Jaca,ES,42.57,-0.55,55.4,76,0,3.36,clear sky
643,Chauk,MM,20.88,94.82,77.67,84,22,4.56,few clouds
644,Atasu,KZ,48.68,71.64,36.77,66,100,5.41,overcast clouds
645,Molochnoye,RU,59.29,39.68,27.75,98,0,4.59,clear sky
646,Mogadishu,SO,2.04,45.34,78.73,80,74,7.7,light rain
647,Matata,NZ,-37.88,176.75,78.01,46,100,4.0,overcast clouds
648,Bayonet Point,US,28.33,-82.68,75.99,76,14,1.01,few clouds
649,Sarahan,IN,31.52,77.8,45.9,54,0,5.64,clear sky
650,Braganca,BR,-1.05,-46.77,77.0,85,16,3.76,few clouds
651,Eydhafushi,MV,5.1,73.07,82.44,68,71,3.27,broken clouds
652,Maniitsoq,GL,65.42,-52.9,23.54,95,99,9.44,overcast clouds
653,La Asuncion,VE,11.03,-63.86,78.8,94,100,8.05,light rain
654,Ndola,ZM,-12.96,28.64,64.42,71,0,7.58,clear sky
655,Mino,JP,34.83,135.47,63.0,93,75,3.36,light intensity shower rain
656,Cap-Aux-Meules,CA,47.38,-61.86,48.2,76,100,17.22,overcast clouds
657,Vallenar,CL,-28.57,-70.76,57.42,51,0,2.93,clear sky
658,Kikwit,CD,-5.04,18.82,70.39,97,100,1.79,moderate rain
659,Jacareacanga,BR,-6.22,-57.75,74.26,97,100,1.43,heavy intensity rain
660,Katangli,RU,51.71,143.23,45.01,92,100,8.25,overcast clouds
661,Springbok,ZA,-29.66,17.89,63.82,28,0,8.81,clear sky
662,Leningradskiy,RU,69.38,178.42,16.74,83,85,4.52,overcast clouds
663,Zaraysk,RU,54.77,38.88,44.01,89,99,1.99,overcast clouds
664,Charters Towers,AU,-20.1,146.27,88.9,32,0,12.64,clear sky
665,Elat,IL,29.56,34.95,71.6,78,40,9.17,scattered clouds
666,Xiongzhou,CN,25.12,114.3,67.5,69,66,6.29,broken clouds
667,Nome,US,64.5,-165.41,27.0,73,1,4.38,clear sky
668,Pangody,RU,65.85,74.49,26.13,97,70,18.25,broken clouds
669,Iquitos,PE,-3.75,-73.25,75.2,88,20,2.24,few clouds
670,Griffith,US,41.53,-87.42,37.4,43,1,4.7,clear sky
671,Ingham,US,42.6,-84.38,33.01,90,75,14.99,broken clouds
672,Lashio,MM,22.93,97.75,67.59,96,41,0.76,scattered clouds
673,Serafimovich,RU,49.58,42.74,44.01,79,100,6.62,light rain
674,Coos Bay,US,43.37,-124.22,59.0,82,1,5.82,clear sky
675,Koslan,RU,63.46,48.9,27.93,95,0,6.33,clear sky
676,Verkhnyaya Inta,RU,65.98,60.31,25.65,98,100,14.85,overcast clouds
677,Baghdad,IQ,33.34,44.4,71.6,35,0,11.41,clear sky
678,Panama City,PA,8.99,-79.52,78.8,88,40,4.7,scattered clouds
679,Thames,NZ,-37.13,175.53,73.0,58,100,5.01,light rain
680,Mount Pleasant,US,32.79,-79.86,66.0,88,1,5.82,clear sky
681,Taupo,NZ,-38.68,176.08,69.01,71,100,7.0,overcast clouds
682,Lesnoye,RU,58.28,35.52,34.23,89,100,5.35,overcast clouds
683,Stornoway,GB,58.21,-6.39,46.99,93,39,19.46,scattered clouds
684,Abastumani,GE,41.71,42.85,59.0,87,90,13.87,overcast clouds
685,Ouadda,CF,8.08,22.4,67.98,87,87,1.1,overcast clouds
686,Tangier,MA,35.78,-5.81,62.6,72,0,10.29,clear sky
687,Muli,MV,2.92,73.57,82.2,71,20,5.28,few clouds
688,Mizdah,LY,31.45,12.98,55.35,80,0,5.59,clear sky
